見出し,見出し（説明）,分類,分類（説明）,日時,場所,対象,定員,費用,申込,問い合わせ,申込・問い合わせ,案内配布,受験資格,願書配布,URL1,URL2,Eメール1,Eメール2
はじめての男女共同参画エキスパンダー養成講座（基礎編）,テーマ：扉をひらこう！～新しいネットワークづくりのために～（人材育成） ,,,6月23日、7月7・21日いずれも土曜10:00～15:00,伊都振興局（橋本市）,,各30人（先着順）,,,,電話、ファックス、Eメール、インターネット、来所で住所、氏名、電話番号を（一時保育希望者は6月13日までに）県男女共同参画センター〒640-8319和歌山市手平2-1-2 和歌山ビッグ愛9階電話073-435-5245　ファックス073-435-5247,,,,https://www.pref.wakayama.lg.jp/prefg/031501/,,libre@sirius.ocn.ne.jp,
男女共同参画週間特別公開セミナー,女性が活躍できる社会－行動経済学で考える　,,,6月28日（木）19:00～20:30,和歌山ビッグ愛（和歌山市）,,150人（先着順）,,,,電話、ファックス、Eメール、インターネット、来所で住所、氏名、電話番号を（一時保育・手話通訳・要約筆記希望者は6月19日までに）県男女共同参画センター〒640-8319和歌山市手平2-1-2 和歌山ビッグ愛9階電話073-435-5245　ファックス073-435-5247県ウェブサイトでも掲載 　　　,,,,https://www.pref.wakayama.lg.jp/prefg/031501/,,libre@sirius.ocn.ne.jp,
子育て支援員研修,放課後児童クラブの補助員や地域子育て支援拠点事業の職員など子育て支援事業従事者の全国共通研修制度,,,6月30日から随時開催,,,,,,,郵送で所定の申込書(申込先、市町村、振興局、WEBサイトで配布)を6月15日までに和歌山信愛女子短期大学きょう育の和センター 〒640-0341和歌山市相坂702-2電話073-479-1106（火・木・金）,,,,http://www.shinai-u.ac.jp/,,kosodate-coc@shinai-u.ac.jp,
「みんなに男女共同参画」提案事業,地域活動団体から男女共同参画に向けた提案事業を募集（委託費上限額は7万円）,5事業（選考）,,,,県内の地域活動団体・グループ,,,,,郵送、持参で所定の提案書（申込先、WEBサイトで配布）を7月31日までに県男女共同参画センター 〒640-8319和歌山市手平2-1-2 和歌山ビッグ愛9階　電話073-435-5245県ウェブサイトでも掲載 ,,,,https://www.pref.wakayama.lg.jp/prefg/031501/,,,
創業・第二創業をめざす方へ,,創業セミナー,起業家支援の専門家による講演やパネルディスカッション、交流会など,6月17日（日）13:30～15:40（交流会は16:30まで）,情報交流センターBig・U（田辺市）,これから創業される方や創業して間もない方 ,50人（先着順）,,,,ファックス、Eメールで所定の申込書（申込先、WEBサイトで配布）を県庁企業振興課ファックス073-424-1199Eメール　e0610001@pref.wakayama.lg.jp県ウェブサイトでも掲載 　,,,,https://www.pref.wakayama.lg.jp/prefg/061000/homepage/index.html,,e0610001@pref.wakayama.lg.jp,
創業・第二創業をめざす方へ,,スタートアップ創出支援チームが支援します,投資会社などの支援チームによる事業提携・出資など全国展開のための支援を希望する創業者などを募集,,,県内で創業・第二創業をめざす方（選考）,,,,,郵送、ファックス、Eメールで所定の申込書（申込先、WEBサイトで配付）を6月28日までに県庁産業技術政策課ファックス073-432-0180Eメール　e0631001@pref.wakayama.lg.jp県ウェブサイトでも掲載 　　,,,,https://www.pref.wakayama.lg.jp/prefg/063100/,,e0631001@pref.wakayama.lg.jp,
ファミリーコンサート,,,,6月17日（日）13：30～15：00,和歌山ビッグ愛（和歌山市）,障害のある子供とその家族,300人（先着順）,,,ぐりっとら※車椅子スペースあり ,,,,,https://www4.hp-ez.com/hp/glittra2010/,,concert_glittra@yahoo.co.jp,
福祉のしごと就職相談会in はしもと・ありだがわ・わかやま・ごぼう,開催地域で活躍している事業所が相談に応じます。,,,(1)7月6日（金）(2)7月11日（水）(3)8月24日（金）(4)9月5日（水）(1)(3)(4)13:00～14:30 (2)15:00～16:30,(1)橋本市民会館(2)金屋文化保健センター（有田川町） (3)和歌山市民会館 (4)財部会館（御坊市）,,,,,県福祉人材センターハートワーク電話073-435-5211,,,,,http://wakayamakenshakyo.or.jp/~jinzai/,,,
８月開始の職業訓練受講生,就職に有利な専門知識や技能を修得科目：(1)パソコン基礎科(2)パソコン・総務経理事務科(3)CAD・NC技術科(4)技能習得訓練科(5)介護初級科,,,,(1)和歌山市、御坊市(2)～(4)和歌山市(5)田辺市,,,,,ハローワーク（申込締切日あり）※詳しくはWEBサイトを要確認,,,,,https://jsite.mhlw.go.jp/wakayama-roudoukyoku/riyousha_mokuteki_menu/kyushokuchu/201712.html,,,
きのかわソフトバレーボール交流大会（混成の部）,,,,7月29日（日）9:00～,県立橋本体育館（橋本市）,80チーム ,,"4,000円/チーム",,,郵送、ファックス、持参で所定の申込書（申込先、WEBサイトで配付）を6月22日まで県立橋本体育館 〒648-0061橋本市北馬場455電話0736-32-9660　ファックス0736-32-9650,,,,,,,
県民文化会館からのお知らせ,和太鼓鑑賞公演～舞太鼓あすか組～,,,6月14日(木)13:30～,県民文化会館(和歌山市),,558人(全席自由・2階席のみ)（先着順）,"一般1,500円、学生800円",,,郵送、電話、Eメール、インターネットで会場〒640-8269和歌山市小松原通1-1電話073-436-1331　ファックス073-436-1335※各プレイガイドでも発売※未就学児入場不可一時保育は要予約,,,,http://www.wacaf.or.jp/index.html,,wacaf@wacaf.or.jp,
県認定リサイクル製品募集,廃棄物の減量化・リサイクルの推進に役立つ製品を県が認定,,,,,,,,,,持参（再申請は郵送可）で所定の申請書（WEBサイトで配布）と必要書類を7月31日までに県庁循環型社会推進課県ウェブサイトでも掲載 ,,,,https://www.pref.wakayama.lg.jp/prefg/031800/,,,
ふぉすた～サロン（保育士サロン）,保育士として再就職を検討されている方の意見交換の場,,,7月4日（水）10:00～11:00,和歌山ビッグ愛（和歌山市）,,,,,,電話で住所、氏名、電話番号を7月2日までに県福祉人材センターハートワーク 電話073-435-5211,,,,http://wakayamakenshakyo.or.jp/~jinzai/,,,
県住宅供給公社による宅地分譲,岸宮サニータウン（紀の川市）1区画,,,,,,,,,,6月11～20日まで県住宅供給公社 電話073-425-6885 ,,,,http://wakayama-jk.ecnet.jp/,,,
高校生等奨学給付金制度,授業料以外の教育費を軽減するため奨学給付金を給付,,,,,平成30年7月1日に以下の点にすべて該当している世帯(1)保護者が生活保護を受給、または県民税所得割額と市町村民税所得割額とを合算した額が非課税(2)保護者などが県内に住所を有している(3)生徒が就学支援金または学び直し支援金の有資格者,,,7月2～31日までに在学校を通じ、県教育庁生涯学習課（公立）、県庁文化学術課（私立）へ申請（県外学校在学生は県直接申請）,県教育庁生涯学習課（公立）県ウェブサイトでも掲載県庁文化学術課（私立）県ウェブサイト,,,,,https://www.pref.wakayama.lg.jp/kyouiku/soshiki/500600/index.html,https://www.pref.wakayama.lg.jp/prefg/022100/index.html,,
要約筆記者養成講座（手書きコース）,要約筆記を行うための知識・技術を習得,,,7月5日～12月6日の木曜全17回,和歌山ビッグ愛（和歌山市）,要約筆記の学習が初めての方,20人（抽選）,"3,600円（テキスト代）",,,郵送、電話、ファックス、Eメールで住所、氏名、年齢、電話（ファックス）番号を6月23日までに県聴覚障害者情報センター〒640-8319和歌山市手平2-1-2電話073-421-6311 ファックス073-421-6411,,,,http://wakayama-tyoukaku.la.coocan.jp/,,w-mikan@nifty.com,
紀北青少年の家,〒649-7112　かつらぎ町中飯降1317-3電話0736-22-5530　ファックス0736-22-5531,親子七夕キャンプ ,うどん作り、野外炊事、クラフトなど,7月7日（土）～8日（日）1泊2日,,家族,10組40人（先着順）,"4,000円/人",6月23日まで,,,,,,http://www.kihokuseisyounen.com/ ,,,
白崎青少年の家 ,〒649-1123 由良町大引961-1電話0738-65-2351　ファックス0738-65-2352http://shirasaki.pya.jp/,シュノーケリング体験 ,,7月16日（祝）,,小学5年生以上,（先着順）,"4,300円",7月1日まで,,,,,,http://shirasaki.pya.jp/ ,,,
県育休等任期付職員,試験,,,7月8日（日）,,,,,,,インターネットで6月15日までに県人事委員会事務局※詳しくは要問合せ県ウェブサイトでも掲載 ,,,,https://www.pref.wakayama.lg.jp/prefg/210100/,,,
消防設備士（第1回）,試験,試験区分：甲種 特類・全類、乙種 全類,,8月19日（日）9:00～,受験票で通知（和歌山市）,,,"甲種5,700円、乙種3,800円",,,郵送、持参で6月19～28日（インターネットは6月16～25日17:00）に消防試験研究センター和歌山県支部 〒640-8137和歌山市吹上2-1-22 日赤会館6階電話073-425-3369,,,申込先、県庁危機管理・消防課、振興局総務県民課、消防本部、市町村,https://www.shoubo-shiken.or.jp/,,,
甲種・乙種火薬類取扱保安責任者　丙種火薬類製造保安責任者,試験,,,9月2日（日）13:00～,県LPガス会館（和歌山市）,,,"17,000円（受験料）",,,持参、郵送（簡易書留）で6月19～28日に全国火薬類保安協会和歌山県試験事務所 〒640-8269和歌山市小松原通1-1-7 サンケイビル5階電話073-432-7710,,,申込先、県庁危機管理・消防課、振興局総務県民課（海草を除く）、消防本部（和歌山市を除く）、太地町役場,,,,
狩猟免許,試験,,,(1)7月22日（日）12:00～(2)8月26日（日）12:00～,(1)県民文化会館（和歌山市）、日高町中央公民館、東牟婁振興局（新宮市）(2)県民文化会館（和歌山市）、上富田文化会館（上富田町）,,,,持参で所定の申込書（問合先、WEBサイトで配布）を(1)6月11～29日(2)7月17日～8月3日に住所地を所管する振興局農業水産振興課,振興局農業水産振興課、県庁農業環境・鳥獣害対策室県ウェブサイトでも掲載 ,,,,,https://www.pref.wakayama.lg.jp/prefg/070300/071400/index.html,,,
介護支援専門員実務研修受講,試験,,,10月14日（日）10:00～,和歌山ビッグ愛、和歌山工業高校（和歌山市）、南部高校（みなべ町）,,,"7,700円（受験手数料）",,,郵送（簡易書留）で所定の申込書を6月未定日までに県社会福祉協議会 〒640-8545和歌山市手平2-1-2 和歌山ビッグ愛7階電話073-425-6620,申込先、県庁長寿社会課、振興局健康福祉部、市町村,,,http://www.wakayamakenshakyo.or.jp/,,,
県工業技術センター研究員,試験,試験区分：電子・情報通信分野採用予定人数：1人,,,,,,,,,郵送、持参で所定の申込書、応募調書を6月25日までに県工業技術センター 〒649-6261和歌山市小倉60電話073-477-1271,申込先、県庁産業技術政策課、県人事委員会事務局、振興局総務県民課、WEBサイト,昭和54年4月2日～平成9年4月1日に生まれた方、または平成9年4月2日以降に生まれた方で大学（短大を除く）を卒業もしくは平成31年3月末日までに卒業見込みの方,,http://www.wakayama-kg.jp/,,,
医薬品の登録販売者,試験,,,8月19日（日）10:00～15:00,和歌山商業高校（和歌山市）,,,"13,000円（受験手数料）",,,持参、郵送で所定の申込書（申込先で配布）を6月13日までに県庁薬務課、県立保健所（支所）,,,,https://www.pref.wakayama.lg.jp/prefg/050400/050400.html,,,
